subs_;offer_price;offer_name;campaign_id;contact_uuid;response_uuid;transaction_date;accept_indicator;region
27133085094;165.96;bundle boost;CAMP_da530e13;8b36048a-4280-43c6-8874-56f269410976;ca6a525a-1acd-4b6f-afd0-e92d7dae8309;2026/01/26;0;North West
27310137442;380.58;bundle boost;CAMP_cc486657;45e72e43-4dc0-46f4-a0a4-5c6fa9adc7f5;69b91732-4665-4529-92b8-666505f550e6;2026/01/20;0;Northern Cape
27569757452;414.25;weekend deal;CAMP_da530e13;d3b6b52d-38d2-434a-8bc2-dbbf41034826;34605e2b-415a-4f1e-9204-7d9958d4366d;2026/01/24;1;Eastern Cape
27110607922;267.89;summer special;CAMP_df5e0430;c868727e-949b-4acb-a6f7-b4460e398d66;335c07af-8111-468d-8da0-314084f15492;2026/02/18;1;Free State
27649271292;439.79;feature promo;CAMP_a4243a0c;452349dc-8aef-455f-86d9-e4264fca2eb1;c39d3366-8aec-41ab-96ac-317309310bf9;2026/01/13;1;Gauteng
27060927203;237.84;flash offer;CAMP_cc6bb4e5;cd635d87-3328-43e6-8a56-427079849375;7b7e7f19-6559-4b87-9021-e69370ebd24f;2026/01/09;0;KwaZulu-Natal
27721856171;30.35;weekend deal;CAMP_1821394f;329c23f2-be8d-4493-81be-176c0f798a70;4801cfce-b4cb-44b2-b0d2-7d16036114c0;2026/01/31;0;Northern Cape
27773439090;358.91;bundle boost;CAMP_8c9ed32a;6e21076d-ac36-4774-aa18-fccf7ddefc8e;2f4a7bfd-8b82-4508-82f0-4dae38baebea;2026/02/01;1;KwaZulu-Natal
27422801595;136.64;weekend deal;CAMP_6f1cf533;2da605a2-4ed4-4f7c-a507-dd6207fe6579;f6f21337-6005-4601-bdbe-82990b09685e;2026/02/03;1;Gauteng
27524241842;244.29;bundle boost;CAMP_61b52b23;e9a85399-d979-44c6-b1f0-8b0a73848418;726db943-72d4-40c9-93ce-c492da5d4a7c;2026/02/07;1;Gauteng
27141905881;402.47;bundle boost;CAMP_e0eeadf6;6c8a501d-3ef3-4be3-8990-03dd484314e1;10e05b02-d5c0-4d20-afd2-e72aa4de4180;2026/03/10;0;Eastern Cape
27688290161;430.67;feature promo;CAMP_bf68e35d;16b32f99-cbb2-4d15-87d0-509cb2db1a99;6f545ddc-2dd0-4755-ba32-b777536002ba;2026/02/22;0;Gauteng
27529634941;29.27;feature promo;CAMP_5551ccc0;6c92650c-aa0c-47d8-9d5d-ebb88193fef5;446a5fe4-9091-42aa-a781-4fce7d873b23;2026/01/12;1;Mpumalanga
27059384821;116.09;data saver;CAMP_a412f448;54531dd9-64fe-4b8d-9037-31ef189dfb16;6a815abe-12ac-4000-ae85-2c90076f9fad;2026/01/12;0;Mpumalanga
27538117774;72.91;data saver;CAMP_9678ed90;cf4ae8e8-d688-42ce-9b8f-8295f61b7458;fbe95f9e-d750-4d32-a318-a3f0d72a13c1;2026/01/25;1;North West
27701292541;190.94;feature promo;CAMP_b1b8d7d8;cbacd399-13c5-46ca-9e8d-bccad7b9fdc1;2627f126-d73c-4494-a1f3-aeab1c70cd97;2026/01/19;0;Northern Cape
27889333529;111.35;feature promo;CAMP_8c9ed32a;9ed3b592-e8a1-411d-8731-023bd7460e2c;f01aaeaf-93a4-44d5-811f-2923614afa72;2026/01/12;0;Mpumalanga
27713401905;92.92;feature promo;CAMP_8787d73e;caadd6a5-e8a3-486c-b559-a56680527ff9;57d37549-453c-42e3-83f8-d49e02fc8368;2026/02/21;0;Western Cape
27893776759;329.18;loyalty reward;CAMP_a412f448;f062dfb4-0500-4ecb-a3c5-316d2fa4dbff;63f01aec-aec0-4bf9-aaf7-0b68ca19549f;2026/02/15;1;KwaZulu-Natal
27099115198;324.01;bundle boost;CAMP_61b52b23;51b9826c-e96b-4ebe-871a-3780e649d222;1a04e694-8114-43cd-94c0-1a0451cad8a4;2026/03/10;0;Western Cape
27974513150;370.32;summer special;CAMP_aa2f5198;25ff0590-9ddf-4087-bc56-e92185ba445c;d10f9468-7613-4100-b0d0-59d051bd17d7;2026/02/13;0;Eastern Cape
27443800787;274.4;flash offer;CAMP_dbfecedd;9a82acd5-282f-4c28-a3a6-a78957e023a8;a315c878-1c31-4ef5-aa75-a764114137a0;2026/03/09;1;Free State
27149068355;326.46;bundle boost;CAMP_7829ef03;faa1b6bb-15fb-436d-aa30-5945af94ff2e;96de0d86-d289-4887-a5f5-e081584c19a1;2026/02/16;0;Eastern Cape
27319304245;348.95;feature promo;CAMP_2d622d4a;7c620e48-6b48-416a-99a5-1c052474a352;28f3a3ac-8b1b-46d8-a0aa-93876edde968;2026/01/19;0;Eastern Cape
27940065114;308.68;bundle boost;CAMP_c7e3d314;906742ec-8c02-41fc-b17f-acd7e6be9eea;7ee0e632-9c81-4803-b951-83cc88f284ae;2026/03/04;0;KwaZulu-Natal
27539359226;386.02;feature promo;CAMP_aa2f5198;10400bef-ef29-40a2-97c3-e74711d25dfa;feef165a-5b90-43b2-8913-b571f99231dc;2026/02/27;1;Mpumalanga
27510668349;268.37;bundle boost;CAMP_65a2423f;83e003c2-227e-42c3-b260-35837916e2dd;d978890b-c799-4db1-89f5-3df37f917a63;2026/02/20;0;Western Cape
27483779360;77.14;summer special;CAMP_dbfecedd;071cc038-715f-4785-8d23-bfcc19f7b613;160a87dc-f384-4e08-b088-21a4ed2dc442;2026/02/06;1;Gauteng
27476051703;17.64;summer special;CAMP_65a2423f;b11023f3-5abd-4968-ac08-7361d0f6d0fd;7fef035f-c2a8-4f54-b367-24f8754d85bd;2026/01/27;0;Mpumalanga
27262847681;275.88;bundle boost;CAMP_71316a02;4ecb57de-2b74-4ffb-8c4a-c1bff0d36775;6484b6c7-1919-44ce-85d5-3031bb8d8046;2026/02/06;1;KwaZulu-Natal
27731273603;432.87;summer special;CAMP_2d622d4a;64871c4a-9ea6-4aee-99b4-ee7a5e7cb83e;1d89903c-ee8e-4906-a9ac-fa4ebd42be9c;2026/03/05;0;Gauteng
27081315353;296.66;bundle boost;CAMP_b5c354b1;1a7a0639-b993-4a55-9d48-3abf11652cf2;a36da5c7-069c-418a-bf05-c171d276847f;2026/02/19;1;Mpumalanga
27708076819;445.16;feature promo;CAMP_a412f448;281eeb0b-8280-41a6-84ff-dac548f535ea;ca7e9285-7398-463e-8f76-d7f42c139b52;2026/03/08;1;Mpumalanga
27531855079;477.58;data saver;CAMP_dfada313;2f0789b8-a0ea-467d-a513-f1318e950047;2fb26ef0-32ef-4ddc-a7f4-b3751866a4d3;2026/01/21;0;Limpopo
27721603687;342.54;weekend deal;CAMP_d81723b9;70d30cc2-f652-470d-a8e6-c13f406921c6;497f4b9e-c30f-403f-9806-e0fc03437eff;2026/03/07;0;Limpopo
27207885988;325.37;flash offer;CAMP_5ac0fa09;d355c58b-71e7-4d80-8b41-4685f705d27e;6fc69001-9198-4d39-bac4-fdc1efd87033;2026/01/12;0;North West
27510886651;97.17;feature promo;CAMP_df5e0430;41497899-4de6-407f-b85c-726a988b1e96;ee4576f3-7fd5-4319-aae3-a0f832ff0285;2026/03/05;1;Limpopo
27957417656;26.52;flash offer;CAMP_e4f5f0ad;d5c8e907-cf0b-4b0d-9767-5875eb70a493;88dfcb24-982b-4ea5-a9f9-452075e25d74;2026/02/09;0;North West
27914395002;147.48;flash offer;CAMP_7728f69b;60d11129-f006-4bba-9043-aeaca5761a9d;4905e981-0de9-4df4-93ea-1ffb9bb43e90;2026/02/26;1;Free State
27375199642;104.44;summer special;CAMP_84aff86c;8edf86fb-88da-4e4d-90ab-babd156dcb36;c6fc1ea7-cda5-4572-b09b-8714041ed1a4;2026/02/10;0;Northern Cape
27525541703;417.19;data saver;CAMP_aa2f5198;abe915e9-2bee-45b4-b21c-d7c849915eaa;4a2e991d-3855-41f0-9c29-e9323db7fe63;2026/03/01;0;Northern Cape
27033507206;324.31;data saver;CAMP_8787d73e;9598130b-c1c1-4041-b2df-2e42e1fb7926;ff9d7459-1c28-4287-aaeb-0574cf850702;2026/01/17;1;Northern Cape
27635488610;235.26;data saver;CAMP_61b52b23;c9465d42-ecd5-47cb-9b64-e8947b5ba7ae;0888e871-1303-4b65-b946-436fcf48485c;2026/03/04;1;Western Cape
27044058950;244.38;loyalty reward;CAMP_1821394f;2de4241a-7b5b-4925-92b7-a0489a2ae4c5;7013165d-6110-4033-ac63-50c50f80fc62;2026/02/03;1;Free State
27930844091;457.51;feature promo;CAMP_dfada313;b0b85e6a-8de1-49e5-9651-be8474c6dd80;474b1579-bcdf-4b4c-be63-cbbe156ab2d5;2026/01/21;0;Northern Cape
27878279260;80.14;flash offer;CAMP_71316a02;c4847e88-8438-445f-88c3-43a766f5f5a6;40c87724-74ed-497b-bf5e-0a30d18f3fb4;2026/02/07;0;Free State
27533613692;201.43;flash offer;CAMP_bf68e35d;c4a87f85-a156-42b5-aa36-ae4d3e928259;f239341d-d15b-4a2f-98bc-ee24f33eb6ca;2026/02/22;0;Eastern Cape
27677461606;164.58;flash offer;CAMP_e0eeadf6;c162105b-171a-412a-94e2-cc91ee4a74e9;06fe557f-b00d-4084-953a-4dfc3e358fe7;2026/02/20;0;North West
27275388889;318.63;loyalty reward;CAMP_61b52b23;58cb352b-93cf-4a5b-92db-8060b4a58d20;4d0eb121-e68c-45f8-9b8d-ca9ea975291f;2026/02/12;1;Northern Cape
27392776984;487.71;data saver;CAMP_71316a02;11e2a7dd-ab82-4c9a-bf89-73ea2d6504ec;9077ff5a-5e6d-4698-9eed-4f51ab1b0c74;2026/03/08;1;Northern Cape
27687419580;470.2;flash offer;CAMP_da530e13;2cbeb6b1-331c-47ba-9858-d0804c3512e0;9a42cf5d-e722-44ac-a3b0-e4135a01eaa8;2026/01/12;1;Western Cape
27189034412;290.17;feature promo;CAMP_7829ef03;c8367f2a-2476-4b4f-b2ac-6bd62e1eca57;ea7720f9-07c8-4b7c-92ef-adc9635debd2;2026/02/17;1;KwaZulu-Natal
27881023913;449.34;feature promo;CAMP_11f756ee;c27b7e5b-a705-4612-93f9-9b894e13b42d;3f899070-8eaa-4b67-94b3-f9700f5e95d2;2026/03/09;1;Western Cape
27365294912;285.06;flash offer;CAMP_7728f69b;af352a84-1f76-44aa-9734-c2a3d210bb1a;77254dbe-1481-44df-a9d6-ecd492ff26dc;2026/01/29;1;Mpumalanga
27149433303;456.7;weekend deal;CAMP_df5e0430;dd3ea20a-68a1-40e5-b205-f4f4c46472e6;d7d7c9b8-d496-413f-938e-159ae3b74bd2;2026/02/17;0;KwaZulu-Natal
27592597906;88.86;bundle boost;CAMP_cc486657;5fdd1178-d9ee-4295-b4fe-7cd23caaf97a;5ab57b27-95fc-4021-b541-07df7c31e961;2026/01/18;1;Northern Cape
27182884750;472.24;data saver;CAMP_5551ccc0;9e17596c-afe7-4984-8047-129397a509b5;27bbf470-f352-4652-b5a5-f103dc2d9e81;2026/02/23;0;Western Cape
27401864106;495.03;loyalty reward;CAMP_11f756ee;c228dd33-baa0-4515-b6ec-05c23a6560f2;df86a970-99c5-4899-a79a-60b9dbd94426;2026/01/20;1;Free State
27436495880;293.95;data saver;CAMP_7728f69b;79bdfeeb-3a24-45b2-bdef-b5c811c04900;59f1ad3f-74b5-4df4-8af6-efd39af99ea6;2026/03/05;0;Gauteng
27992834431;399.52;weekend deal;CAMP_ba93795c;ee3e8c78-2759-40b4-9910-5de29321d679;fab28596-ef4e-4e86-badc-7032e45a188d;2026/01/29;0;Free State
27667003714;26.57;summer special;CAMP_d81723b9;c7f8d5dd-26ff-4985-9877-dbe68d604187;10ad263e-c6b8-4a6e-8af1-75625520f6b0;2026/03/06;0;North West
27210353726;191.34;data saver;CAMP_caa65975;a2704516-9457-4fda-ac73-c5e50b3137e5;76c70219-60eb-4503-baf3-44dae8b86420;2026/02/09;0;North West
27274542605;499.71;weekend deal;CAMP_71316a02;0879e617-c466-4b77-ac05-9cd4b3003a6a;cf628da4-786c-47e8-9eb5-234fcd9d8e34;2026/01/29;0;North West
27599667586;36.48;bundle boost;CAMP_b1b8d7d8;c8ac7b85-d17c-4afe-bb1f-9028d4b66237;bed7ee91-0ba2-41dc-b42a-472a708205c3;2026/02/06;0;Free State
27704904183;19.23;summer special;CAMP_84aff86c;36a49d3d-02e2-4abf-84e6-dd3c61eb5680;1e313022-d70e-42f1-b634-a8676bb0975e;2026/02/19;1;Northern Cape
27094835665;498.08;flash offer;CAMP_71316a02;eb4a2513-fa16-4c57-82bb-b44287ca9c7a;c78f6dc1-abc8-490d-a753-201d2111a714;2026/02/22;0;Gauteng
27232909518;97.23;bundle boost;CAMP_da530e13;f91b6ef5-2603-4ee3-8ca9-a0cded6e6c31;8d01f5e0-2e8d-4188-9bed-ce693d2fc60c;2026/01/13;0;Limpopo
27264791892;290.21;loyalty reward;CAMP_a1a279a5;a0faf8bc-b687-47b9-be74-4638e648a069;760bbdfe-76a6-4de6-8850-5d921672f79d;2026/02/05;1;Free State
27683359458;325.0;loyalty reward;CAMP_b1b8d7d8;b9dcc846-4cc9-4fac-9f3d-e11925b682fa;cade30f6-e3e8-4655-a13b-228ec9cdbfde;2026/02/15;1;Northern Cape
27191363158;156.93;summer special;CAMP_dfada313;279be59b-f557-40ed-8968-028a8cf5d2a2;f0e4e464-5338-4a8a-92e5-087fa6ae7712;2026/01/30;1;KwaZulu-Natal
27341713282;365.87;data saver;CAMP_9678ed90;be0162b5-9605-41bd-8f40-5f33bb108e04;4cafd637-3dff-47a5-8b0d-1ba51f3980c8;2026/02/03;0;KwaZulu-Natal
27950801941;371.21;bundle boost;CAMP_66ac82ba;41879c26-e331-4453-8a29-f0116252e200;06f63be9-4aec-4595-a9ff-5f341c3a7e15;2026/02/02;0;Limpopo
27094835665;308.23;feature promo;CAMP_e1c90ad1;3ff79a41-d92d-4b40-bb56-34b2751ef769;c2d9b352-f991-4165-95f4-3549e9cea8e3;2026/02/16;0;North West
27654392547;301.39;bundle boost;CAMP_1821394f;28bc5409-0d03-472a-8286-34c484b5d75f;687dcd37-9f7f-4951-af2e-4444227e8f95;2026/02/04;0;Free State
27223922193;237.92;weekend deal;CAMP_bf68e35d;400f5482-6799-4837-99e1-4a5500fd887d;65da0705-199c-4c66-bf33-9fb15293f089;2026/03/04;0;Northern Cape
27773400190;58.73;feature promo;CAMP_d6fe8fa3;2d78bbbf-72bb-4f30-a2d2-6e41e1aaa074;20ee05ab-4d21-42b6-b8a8-785749ac40cb;2026/01/27;0;Mpumalanga
27988191274;105.64;loyalty reward;CAMP_8787d73e;2f5d2f6d-a8f0-45f9-a808-cbda845ca6cc;28b6bd28-ffd7-43e2-8e91-76e4cf8440ba;2026/01/21;0;Mpumalanga
27249540616;143.23;data saver;CAMP_b8a1f736;23caa5b9-5a5a-44a7-af0e-40c2145d2be8;d16507b1-13d6-4d8d-b685-20a28ca3708c;2026/02/07;1;Gauteng
27691915889;349.7;flash offer;CAMP_66ac82ba;c69fb3b2-6eaa-4747-9b64-f7e93039821a;27986681-1b23-4b36-a5da-24ac4c3b6dfd;2026/02/21;0;Northern Cape
27739802501;317.58;flash offer;CAMP_c7e3d314;a207d015-c77f-4b0f-b9eb-20dce0bbcf72;a490badb-2a7a-415e-8250-ac9e9e806978;2026/01/12;0;KwaZulu-Natal
27754752543;419.97;data saver;CAMP_84aff86c;caea4476-00a3-4fe5-b576-84ec4b726380;10586d67-be0f-441f-b522-353f3372366e;2026/01/11;1;Free State
27089215079;69.96;bundle boost;CAMP_4236e746;a909768b-2d33-48a5-98c3-ad02020646e0;fa5787de-099d-4a92-84fe-296c7ae4c0c3;2026/01/22;0;North West
27260702506;396.17;feature promo;CAMP_dfada313;cf446cfd-501b-4d3b-b44f-761e74be6546;03c5a50d-0fd0-4731-b054-1e1911f0272c;2026/03/06;0;Limpopo
27321914970;276.0;feature promo;CAMP_a1a279a5;35eff418-6791-4706-8fae-fc2e9983f362;a149a621-918b-438e-99f9-22f1d5b2990c;2026/01/29;1;Northern Cape
27151309487;432.9;bundle boost;CAMP_da530e13;39867978-a7ec-469b-9823-578748d99eb1;aec17acf-945c-4499-a4a7-0add6069b7c0;2026/03/09;0;Mpumalanga
27842571060;447.89;flash offer;CAMP_c02c6c69;7a26a649-331f-4322-a4df-59cdcf164182;83cf41e0-5e4c-4bfd-a85e-f717fac27cc0;2026/02/19;0;North West
27360382599;232.38;bundle boost;CAMP_1821394f;1863db26-2a28-46f7-b185-fcadde6e495c;82aa1dc7-ce26-4488-aeab-5ad855efb4b3;2026/01/19;0;Free State
27289147833;357.41;weekend deal;CAMP_0db7ab78;e9756e59-b4cc-4b00-8f25-ce5cb2fc02a3;32486778-f714-4cde-8d34-c911bf570403;2026/03/05;0;Mpumalanga
27929956877;361.21;loyalty reward;CAMP_fa99b374;c1f06b38-ba30-4de9-a7e2-8b42c73033d5;539445ca-6dd6-4c4b-9331-d4dec1c6632c;2026/01/24;0;KwaZulu-Natal
27495960293;279.46;loyalty reward;CAMP_cc6bb4e5;c056c3c4-d66b-4fd5-bf60-d2edb89ed404;53787491-d1d2-4aba-b302-3d16fd3b24c3;2026/02/21;0;Limpopo
27213609863;197.25;data saver;CAMP_b8a1f736;c803a60b-e68b-4457-8eab-c4fea106ad90;7dfd30f4-4e34-4832-bbf0-631c2c9c1665;2026/03/07;1;Mpumalanga
27885968867;218.55;feature promo;CAMP_cc6bb4e5;cbe6b758-a9e0-4122-8fc7-bfdb7bc92528;a368e056-aeb9-478f-907a-a02a37de9989;2026/03/08;0;Northern Cape
27218298397;476.04;bundle boost;CAMP_6f1cf533;3f31a7ba-f98c-4e5a-83c7-817336088819;140f4566-d5d6-491a-80b6-5290c09a2171;2026/03/07;1;Gauteng
27027672522;53.76;flash offer;CAMP_8787d73e;9da8ff67-c893-49b3-8eb0-19437c48370c;ed1dd4a9-cf1d-4cd8-955b-2ea0e218af88;2026/02/24;0;Limpopo
27680508542;322.43;data saver;CAMP_11f756ee;efe4c0ca-e698-405e-a49f-3a0210a6e1db;c5bd8e9e-1696-4402-adfc-e902f0328f10;2026/01/18;1;Northern Cape
27457923522;221.37;bundle boost;CAMP_0db7ab78;74ec45a2-322e-49ac-8a65-a890306f1491;10d59bbf-ec31-43d9-8e8f-c4244b27dc15;2026/02/13;0;Mpumalanga
27215452442;498.73;summer special;CAMP_aa2f5198;a329e158-71b3-44c6-a6c3-fbb30a125185;ff78fee2-a0bf-4e5f-8099-34dc7d74f168;2026/01/14;0;Free State
27047291258;261.02;bundle boost;CAMP_9678ed90;834057ed-6262-4158-9fe4-8224667739fe;daaf160b-8f23-4fb6-a76a-40ef30075e4b;2026/01/29;1;Northern Cape
27643204805;420.43;weekend deal;CAMP_7fa47c7e;1f659f8c-6bf0-4d16-b46b-64a691e4bbec;da526bf3-e0e1-4891-a487-2a5f6b0915d3;2026/03/08;1;North West
27852371425;406.44;weekend deal;CAMP_5ac0fa09;08c61d5d-8851-4f72-84b7-cf6f0aebc125;01a003d6-5818-475f-b780-0c8a181d7620;2026/01/19;1;Northern Cape
27602070383;247.09;data saver;CAMP_df5e0430;05d1554a-f8d0-44a9-80f5-70da9fdf1b18;94180638-9099-4c8b-a56a-bb0300347edd;2026/01/14;1;Western Cape
27566849930;153.91;bundle boost;CAMP_5551ccc0;5f11d850-bef3-45b9-909c-a7b3e6b268e7;cc0f43a2-6dc4-40d6-8143-c3b5dac7c30b;2026/02/16;0;Eastern Cape
27462927212;182.66;data saver;CAMP_ba93795c;4e58ec1d-4f6c-4f80-ac44-94a8db01810b;920658a2-7faa-4267-8683-8f20b3c03f58;2026/02/15;1;KwaZulu-Natal
27161454066;256.04;loyalty reward;CAMP_2d622d4a;e9d5c9b7-419d-442b-bc9d-7ddb7898bf89;38a106c4-72ad-40fa-bf1e-73725c791a78;2026/03/02;0;North West
27906095584;57.86;flash offer;CAMP_61b52b23;13ed7023-22c5-4d75-9da1-a6b8c951d12d;69017de5-ce49-488b-804b-143c1f16d513;2026/01/27;1;Eastern Cape
27178877130;486.5;loyalty reward;CAMP_8787d73e;dbe187c3-056d-4b61-8309-00f5b19bbe64;f1582d92-e12a-41ae-bb90-8de1c4392d4c;2026/03/10;0;Free State
27083048432;221.1;summer special;CAMP_4236e746;3f53a17e-4615-4d3f-bc74-2d0f77cb2400;61476e0b-0544-415f-ab91-4476a2daa09f;2026/02/03;0;Limpopo
27643583013;279.53;summer special;CAMP_aa2f5198;9fe1dbff-b7f3-4ce4-856f-7aff80f1b0b9;99bc7727-e216-4e62-be6c-3146949f2f6a;2026/02/19;1;Western Cape
27939660123;55.97;data saver;CAMP_cc6bb4e5;7e42572a-429c-4c64-95e2-19dbfeedda7a;74aabb0d-af4b-4331-a265-9f46c01e1dad;2026/01/22;1;Mpumalanga
27445828623;117.46;summer special;CAMP_b8a1f736;2ee52d29-6713-4c6f-9ecd-6f3ed1ad6baa;c76cfcc3-0d90-4c23-92d3-f342e94f6239;2026/03/01;0;Limpopo
27085936379;189.09;weekend deal;CAMP_11f756ee;2e5aae54-d4e1-4df5-b084-25d789d06e13;1b5d19bf-0c00-4de8-a7f9-e9afff5c168e;2026/02/09;1;Free State
27281173215;128.39;summer special;CAMP_dfada313;1568b1bd-a665-4450-acd9-d4591f7acca8;52b35522-59ab-4887-8117-dfd487d95e3e;2026/01/20;0;Western Cape
27244562781;292.84;bundle boost;CAMP_e6999d8d;bb24e1d0-97d5-4e7d-a424-3fe947711950;0823c284-a58b-42db-bc71-204b32bd0b1e;2026/02/11;1;Northern Cape
27281999021;181.59;loyalty reward;CAMP_aa2f5198;c3c93617-5d89-4e7b-a0ac-b8500502adde;ef30c8e6-dfc4-4380-8b9c-cc6de41eb90c;2026/01/29;0;Limpopo
27629316975;307.59;feature promo;CAMP_d81723b9;14dff06d-f111-49f2-bdc1-1e5465e00a4f;04b30b4a-051b-4249-b856-4857f95e2bbb;2026/01/22;1;Northern Cape
27769954351;241.09;summer special;CAMP_66ac82ba;370bd791-1bfe-4da1-91e7-f3968c2c68e6;4a5c50a1-ff6b-4ede-9ead-59467b86215b;2026/02/12;1;Mpumalanga
27355088982;327.53;summer special;CAMP_fa99b374;c1f5031a-4aa8-4dc7-a1cb-0e74191dd90c;3ccc5751-8370-4678-9818-f6ed2d120177;2026/02/19;0;Mpumalanga
27660713415;433.37;summer special;CAMP_c02c6c69;394994e0-d8c5-41f1-85da-09fc723cc35f;9598a90c-da26-46d4-9462-edd3b25c8df2;2026/02/08;0;Eastern Cape
27489125518;284.81;summer special;CAMP_5ac0fa09;c5240d9f-c345-4e9e-8769-d43adb672b68;4f6a2f7d-1dc3-4330-94a2-566f0e16f284;2026/02/24;0;North West
27721411395;394.53;feature promo;CAMP_1c003950;0d6bba31-cab7-4a19-a6f0-fe5b79a532fa;3edd1b75-d34f-492d-9af5-166128dead33;2026/01/23;1;Free State
27428708803;75.65;loyalty reward;CAMP_4236e746;d7503941-179a-4b6a-ab13-d85380743f06;ecf1afc5-6a1b-4319-a729-da2810bbd6b3;2026/02/20;0;North West
27225974833;367.57;flash offer;CAMP_a4243a0c;50c2236f-4a30-48d1-b408-9b1df86c8f94;f3781281-6b3f-43ae-bf44-25bd4236facc;2026/01/30;1;Limpopo
27317533464;435.79;bundle boost;CAMP_4236e746;094528ed-2558-4e9a-93d2-9be52f5589ab;36b1b934-b736-4922-a623-ce8d87c02c0f;2026/01/28;1;Gauteng
27299976487;304.04;loyalty reward;CAMP_7829ef03;9ed83a5e-fa52-4bb8-9831-cc0ae5ffeb40;967e25b4-c64a-4a49-b7d7-47bbe0b4145e;2026/02/02;1;Limpopo
27588090847;192.35;weekend deal;CAMP_dddcc94b;f13e0b0c-cc6d-474f-92af-5c47f0936c8a;1e086783-f1cc-4021-a52f-9fd435ffbbb9;2026/02/23;0;KwaZulu-Natal
27273573265;380.86;data saver;CAMP_1821394f;f70dc515-0711-4039-9c0c-ef4c707a3470;d8f2417b-599f-4b3a-8288-8ba8f497b821;2026/01/27;0;North West
27476150829;469.3;weekend deal;CAMP_ac87a666;46818a5d-4f56-46b9-b3e1-229b6edab568;5d94d2ee-fc0a-4ee6-9bc8-2bf5e2828a62;2026/02/11;1;North West
27061935074;325.57;loyalty reward;CAMP_a4243a0c;3b05a7ce-02bd-4013-b0cc-33273fce6fc0;842e889a-d489-4364-9817-1b22c6348e73;2026/01/15;0;Limpopo
27287413876;237.08;flash offer;CAMP_e0eeadf6;147a1aac-e828-42fb-aa89-130529e945db;80289f7b-bc63-4e80-8e4d-63f501edd66a;2026/02/27;0;Eastern Cape
27153344555;466.7;flash offer;CAMP_ffc5693b;fa3df706-02c8-4cdf-b7e1-a5b570ae25c5;42467ebf-f6a9-460c-97cb-8679af05306c;2026/03/09;1;North West
27838613810;117.07;bundle boost;CAMP_bf68e35d;8917ffcc-b289-4a21-aaa7-276e6d57b782;689f2bc0-62ca-4c70-a22d-3cbf223db151;2026/02/03;1;Limpopo
27593826171;417.85;data saver;CAMP_df5e0430;683f0251-9713-4c4a-99fc-b7893368886d;7ca9bb3a-779d-4e97-b090-ed57cd71eff9;2026/03/02;0;Northern Cape
27457261231;281.06;feature promo;CAMP_b8a1f736;f8d0dc5b-0510-4703-a861-6726f83ba3c1;57f7a803-8132-4ebb-864a-82db6865227c;2026/03/01;0;Western Cape
27822681928;91.09;summer special;CAMP_1821394f;20358d30-7a19-4eed-b05f-d4f99e1a8757;b67b67bb-dfd1-408a-9159-1c0a73c2b040;2026/01/28;1;Limpopo
27995149616;253.97;flash offer;CAMP_61b52b23;22878516-c57e-42e6-ae44-5e0b3c4b15d6;0635d318-0249-4577-96c0-70802f4b123c;2026/02/22;0;KwaZulu-Natal
27310461703;274.12;summer special;CAMP_7728f69b;3b391323-d0da-4db9-80b4-65f4ff66a47e;35617dad-de33-45ca-9c8c-3406e2651252;2026/01/23;1;North West
27823670068;329.44;feature promo;CAMP_c02c6c69;6db726a0-d0fc-417c-905a-a3ac865dd6d3;439ac854-9f57-4747-b4fa-0dd177623e4c;2026/02/18;1;Western Cape
27741041780;370.2;summer special;CAMP_d6fe8fa3;b4fbf3bb-7678-4d82-999d-52b50386e36d;c61d980b-c7cd-4337-ad29-c90bd7986369;2026/02/03;0;Mpumalanga
27773214822;138.52;loyalty reward;CAMP_dfada313;78db8ae4-e8f8-4df7-b49c-e3b4833e5d04;2d430594-158e-41a2-8e8f-e68ecc99c4bf;2026/02/11;1;Free State
27642807537;340.34;weekend deal;CAMP_a1a279a5;85e211c0-8c98-4f42-8de8-0135e95e013a;35be843b-3126-4a33-9839-ec52b67b5e42;2026/02/19;0;Eastern Cape
27753817498;133.11;data saver;CAMP_aa2f5198;c3c19215-99af-45a1-be43-b5cae21059bf;683272b0-8e32-4eab-9dbd-34de4e916afc;2026/03/06;0;North West
27972371821;461.3;feature promo;CAMP_ffc5693b;7a3e3369-cd1e-4e9c-9727-f9602eaa0f03;749ad399-c584-4b5f-b4f5-08beb7b44dcf;2026/02/15;1;Free State
27283664390;411.88;feature promo;CAMP_ba93795c;256e3035-5be0-4dd1-bdd1-da8fb5db49f7;ecb6c54c-1c21-454c-b372-de73261cd79f;2026/02/06;0;Northern Cape
27271149085;396.06;weekend deal;CAMP_2d622d4a;85153c49-dcbc-42e9-995b-b5f9dc05577c;9d76be9b-3c89-46a9-83d8-62dee2e43bf2;2026/03/02;1;Eastern Cape
27219050917;491.9;data saver;CAMP_1821394f;7d695572-f62d-4b24-b405-423da8b8ecf0;b6783790-fde2-4a06-88ac-f093a0ec13bd;2026/02/07;1;Eastern Cape
27174240961;197.85;summer special;CAMP_a4243a0c;73ad9a7b-bc71-4fbf-af2a-912b7d11923d;28df7e10-c1e9-47f6-81c8-f31c0006b381;2026/02/20;0;Eastern Cape
